5.191710373907726250e+01,6.251085306447907897e+01,5.703452753121231922e+01,6.638653165049238680e+01,5.889875713598738827e+01
4.014469902573019056e+01,3.604812950650197223e+01,3.581234592225546720e+01,3.371606110405101475e+01,3.916521179940543362e+01
2.469316355559550402e+01,2.354862485092607827e+01,3.016385792645229458e+01,2.398145074319634062e+01,2.583447316302078889e+01
1.909168398184900184e+01,1.893979924477513066e+01,1.886688795462724144e+01,2.034786735302521521e+01,1.767973965136516057e+01
1.616535602025508922e+01,1.589666565355393324e+01,1.485509916158822463e+01,1.440033416339200123e+01,1.522000944212799389e+01
1.159112146801648535e+01,1.112929870242032671e+01,1.390093242833009235e+01,1.324900050669536533e+01,1.283283332149817468e+01
1.029369029232683275e+01,1.057739519563127040e+01,9.946825359115077703e+00,1.044033178611657853e+01,1.060406348693670431e+01
9.573134610993916382e+00,8.639068369739170805e+00,9.109611757977811308e+00,8.700077335537004686e+00,8.569451373183087028e+00
7.534646620781296988e+00,7.313695993167748988e+00,7.499954072265956562e+00,7.328109249362197986e+00,7.694402909433434523e+00
6.916046197489777114e+00,6.426850643865170909e+00,7.325729563575966274e+00,6.170816401204843871e+00,6.561886362651109472e+00
