6.256345875582791649e+01,7.301729210862711739e+01,7.496028217474206201e+01,8.325869149158039306e+01,6.396322626149280666e+01
4.934335998865029183e+01,5.337304077130963265e+01,4.608866440344173299e+01,4.337265035263791191e+01,5.854473182510099605e+01
3.779203662820101073e+01,3.961566002427425559e+01,3.849740856496079999e+01,4.360338850198582605e+01,4.302514645610825994e+01
4.030349179362004008e+01,3.540448991606548645e+01,3.322343667479022145e+01,3.685686679959848533e+01,3.631626270789123367e+01
3.347270082614900133e+01,3.166711717935021397e+01,3.104910595073154767e+01,3.180414665363074889e+01,3.173502315093233506e+01
3.054301363615873299e+01,3.088263515462548270e+01,2.975388267834232892e+01,3.043237640593440574e+01,3.097027448692885443e+01
3.040031597118183981e+01,2.816502744741853803e+01,2.846885656171832224e+01,2.976060691302214067e+01,3.082276313154314096e+01
2.673246567973826515e+01,2.718398647479277841e+01,2.900752954712469034e+01,2.696768371785327645e+01,2.810620167823648785e+01
2.855143742536152374e+01,2.745870923802914731e+01,2.642520394551896601e+01,2.555856493762994930e+01,2.497257348513319286e+01
2.338147644852546847e+01,2.466592540158169555e+01,2.572795697882151700e+01,2.590837829717928642e+01,2.720025604546313147e+01
