7.352341406224795151e+01,6.384017070287262641e+01,6.660131416908230051e+01,6.533506726825416422e+01,8.272300124331060545e+01,6.644243276175899382e+01,7.654954362970346438e+01,7.556613435219581731e+01,7.483766786619676736e+01,6.138985368754092775e+01
5.104710893335371225e+01,5.040681869815674077e+01,4.989217096755984215e+01,4.976839823940875362e+01,4.911893665028845390e+01,4.547506278228987497e+01,4.704731493306857715e+01,4.559725250532260787e+01,4.919536338574685175e+01,4.750341455437738603e+01
4.337730629910086577e+01,4.315666153397473437e+01,4.530962887897774038e+01,4.207760735396763607e+01,4.893730199903651368e+01,4.247038428635634233e+01,4.143541039526707692e+01,4.074479239154596399e+01,4.010887241146193816e+01,4.187774992671558749e+01
3.886987417714953352e+01,3.441268217264868667e+01,3.301200655145289886e+01,3.762925558404242565e+01,3.703860303461807035e+01,3.402082884494031845e+01,3.707388848742502319e+01,3.648518724305616701e+01,3.814261909452809363e+01,3.778302889251031615e+01
3.322079000930639125e+01,3.501215049905137278e+01,3.234223848444501215e+01,3.155614370098584587e+01,3.352060080588151436e+01,3.257193675498561447e+01,3.426525242420873241e+01,3.468777808009596697e+01,3.317718429183404538e+01,3.127886291104212901e+01
2.972858520997770526e+01,2.916407495096953895e+01,3.284972618061416938e+01,3.030062617795717017e+01,2.956400901038341900e+01,2.976351911322604948e+01,3.089124157798211456e+01,3.358626327721223959e+01,3.061486022220331904e+01,3.001502795780661259e+01
2.844046412388330580e+01,3.002947010658716920e+01,2.848939952886825111e+01,2.931182888800272934e+01,3.054198720771868025e+01,2.920816852692833976e+01,2.857890168780626183e+01,2.850135670583493308e+01,2.944511714534987945e+01,2.920992096662431337e+01
2.678141288131129727e+01,2.641134098487998472e+01,2.743332047894975290e+01,2.754963333936199987e+01,2.872553834454273769e+01,2.879888281591205867e+01,2.749438467476857539e+01,2.693013349645829280e+01,2.928205676429773163e+01,2.892187146713388657e+01
2.663356630019762505e+01,2.713882962288663947e+01,2.598166173371112819e+01,2.422519770717651966e+01,2.543743957222109842e+01,2.812836013826085590e+01,2.577337116407027651e+01,2.516138856725514117e+01,2.556191577932998982e+01,2.656751480259733711e+01
2.499091006382334612e+01,2.671265411249893873e+01,2.735645155949507767e+01,2.554873794475589577e+01,2.474070645135908464e+01,2.644415064840069363e+01,2.475478551382752457e+01,2.381713270844613106e+01,2.790653212764806312e+01,2.682602176734316046e+01
