1.872393918037414551e+01,1.150363516807556152e+01,1.822012591361999512e+01,2.654676771163940430e+01,1.756981396675109863e+01
8.272427082061767578e+00,4.222853183746337891e+00,2.248367881774902344e+01,5.769604921340942383e+00,1.647036504745483398e+01
6.615056991577148438e+00,1.180390787124633789e+01,1.691509795188903809e+01,2.391254401206970215e+01,5.830779075622558594e+00
7.394480705261230469e+00,8.265756130218505859e+00,2.977054810523986816e+01,8.178084135055541992e+00,1.157892513275146484e+01
6.132228088378906250e+01,1.347781491279602051e+01,1.804396581649780273e+01,2.258336091041564941e+01,1.133947205543518066e+01
7.486213493347167969e+01,3.011998295783996582e+01,1.317358899116516113e+01,2.013417983055114746e+01,3.003741598129272461e+01
8.269744682312011719e+01,1.698964881896972656e+01,2.844617128372192383e+01,1.602197599411010742e+01,1.775313425064086914e+01
1.592650389671325684e+01,2.617092299461364746e+01,1.701157927513122559e+01,1.901619887351989746e+01,2.995941495895385742e+01
8.873422145843505859e+00,2.295758986473083496e+01,7.692976188659667969e+01,7.570233821868896484e+00,7.485695123672485352e+00
4.728392291069030762e+01,2.799865603446960449e+01,2.880107998847961426e+01,8.949244976043701172e+00,2.467065691947937012e+01
