4.797412837278952935e+01,4.882143295644482350e+01,4.912101648295718093e+01,4.846810639211228278e+01,5.243238931333004160e+01
2.893814439758735091e+01,2.892876793773994493e+01,3.013908395065641699e+01,2.894800685107764693e+01,2.816435623926848208e+01
2.105892332467458417e+01,2.072957534700142901e+01,2.057283745693323596e+01,2.091331837201826360e+01,2.125612003084845369e+01
1.652334096490036686e+01,1.626846427798118455e+01,1.716078846733605801e+01,1.692767997172913752e+01,1.677491707406109356e+01
1.426632386343929149e+01,1.377937815181133452e+01,1.393705315240161546e+01,1.390949203019217251e+01,1.368719121164558494e+01
1.225669108451186773e+01,1.218169876203641522e+01,1.280108608106373858e+01,1.217542377984860913e+01,1.264047662225995694e+01
1.128964803261497174e+01,1.126488638892799443e+01,1.093106018571705818e+01,1.110702998405362862e+01,1.101744608792619040e+01
1.027200064185196915e+01,9.870003221599809251e+00,1.001182457622975086e+01,1.014137147419942409e+01,9.979698312249015046e+00
9.289278737394097263e+00,9.184787726126812046e+00,9.321267799444813207e+00,9.477174674626253292e+00,9.399223364927074442e+00
8.894272093741003360e+00,8.770433123089256711e+00,8.842291667887852924e+00,8.690822768405565668e+00,8.952208481809632801e+00
