5.159617745395394905e+01,6.333227610727125523e+01,5.779530846680422229e+01,6.519820202227241168e+01,5.912558192328341988e+01
4.081474792400703677e+01,3.762950486815500284e+01,3.655352088074251782e+01,3.408864046275249393e+01,3.946270049424777682e+01
2.436062432655316812e+01,2.409900056085044540e+01,3.086650289953452742e+01,2.473132351424623110e+01,2.615095758027867490e+01
1.975002566117994007e+01,1.903366087331843204e+01,1.890388800132485159e+01,2.085543155870156795e+01,1.770523964945907380e+01
1.678558046379500723e+01,1.580167147436993069e+01,1.578605814321749534e+01,1.446854159135267714e+01,1.566010774253325799e+01
1.239072070390257174e+01,1.169276373135747527e+01,1.423996048960186300e+01,1.348987696381522738e+01,1.359580863993520694e+01
1.031029261709398348e+01,1.090657582843785889e+01,1.057401147395737695e+01,1.128842465185817723e+01,1.084572892810701106e+01
1.052846937231076474e+01,9.757244673029088489e+00,9.426759610901058295e+00,9.278223095068106829e+00,9.154484447502891697e+00
7.830954422909411683e+00,7.790428490630664449e+00,8.040218083994298937e+00,7.672965192118875066e+00,8.427672093305815793e+00
7.339720688718657904e+00,7.140671540010025353e+00,7.908926730252468396e+00,7.097837006306441765e+00,6.966482979798435338e+00
