7.248340971842586100e+01,6.384827917271514508e+01,6.496191653302109614e+01,6.457294623632974151e+01,8.062375553259609262e+01,6.711751248977539319e+01,7.747605457775779314e+01,7.462223251621296072e+01,7.556917006618327548e+01,6.218506092352685499e+01
5.247130343593521218e+01,5.064542905786766624e+01,5.087137688425040238e+01,5.055078782088649092e+01,4.990885878981731594e+01,4.594835818671084127e+01,4.855630292576014995e+01,4.585841339791775795e+01,5.032852032289784461e+01,4.878334306150490818e+01
4.527681321224788746e+01,4.532511552354148421e+01,4.676038456583350467e+01,4.365847590974063053e+01,4.994595755649124413e+01,4.406333468315295931e+01,4.235562780795564919e+01,4.155968343456419234e+01,4.130809765140839573e+01,4.390266873427589900e+01
3.986616806005662994e+01,3.572361098991227379e+01,3.433343270571175765e+01,3.930989647021071676e+01,3.869430827464928058e+01,3.561750658584386997e+01,3.789945588510790486e+01,3.772683496244132328e+01,4.004726241975923529e+01,3.995759549023446056e+01
3.413381039514356274e+01,3.656777492290765963e+01,3.347518654484680667e+01,3.328027194000920730e+01,3.426290978162984402e+01,3.406292048499184233e+01,3.598566168738789628e+01,3.540005559194403162e+01,3.400884108372188308e+01,3.228716016331733840e+01
3.138781248490482767e+01,3.061377461938556621e+01,3.370726838759522082e+01,3.134384158592136416e+01,3.076759992566866586e+01,3.141530998808906361e+01,3.258415808040506079e+01,3.586220865186128037e+01,3.163064194492034886e+01,3.124987654091770040e+01
3.026524239780739123e+01,3.122936228204561715e+01,2.971913543395056578e+01,2.980823145567893917e+01,3.207945170939473201e+01,3.056399918730332033e+01,3.021876520361860941e+01,2.991135145108205506e+01,3.093151764902871648e+01,3.054611065520486335e+01
2.813193450775292703e+01,2.785742207162979511e+01,2.908483665280442665e+01,2.900174333764522316e+01,3.020258854602568732e+01,2.978506652328864490e+01,2.893154627964333514e+01,2.825843006931622270e+01,3.092144353847371363e+01,3.074063514293589350e+01
2.801450935263552822e+01,2.856669706492835203e+01,2.775230860869076821e+01,2.562714329330275831e+01,2.674338441531987698e+01,2.985298253671422941e+01,2.735977103322065318e+01,2.689468398341562505e+01,2.706924558620885435e+01,2.808197894141999029e+01
2.671197899684302612e+01,2.807983149418493696e+01,2.886771869707479610e+01,2.678410552872077233e+01,2.670197332519444799e+01,2.785593157128245423e+01,2.629658830137677938e+01,2.545484030364324113e+01,2.959395178923155356e+01,2.778415952474934514e+01
