6.451189938502510302e+01,6.548837218371465951e+01,6.085324996889936244e+01,5.980521472233803593e+01,6.087217836097743628e+01
4.522398698838944853e+01,4.672529679120520285e+01,4.798253038264631698e+01,4.844193549922036368e+01,4.531629304624016186e+01
4.170580159475050408e+01,3.946000260900323298e+01,4.253802501972590733e+01,4.262043003235773142e+01,4.338248309027588334e+01
3.820215502577772071e+01,3.705007974485889122e+01,3.908432158574819226e+01,3.783729192952364428e+01,3.797413196962813231e+01
3.512808995393073275e+01,3.766521696545882492e+01,3.717590820582448430e+01,3.723171391758614845e+01,3.805334166954034458e+01
3.434259480890381866e+01,3.598251691314871437e+01,3.581797235477316832e+01,3.628862719706743434e+01,3.473684904898738068e+01
3.378635881714235012e+01,3.494979862339237542e+01,3.310778329189172808e+01,3.352531713586373741e+01,3.504459957596625941e+01
3.301489469918838182e+01,3.385504465336447311e+01,3.451214305838274043e+01,3.355747860606805233e+01,3.362305030885530499e+01
3.348243992512977485e+01,3.342014389133206009e+01,3.186689259805649144e+01,3.337268536355331605e+01,3.399626909070119751e+01
3.242440745698680615e+01,3.181548250547554346e+01,3.231401694150070369e+01,3.244639271472588860e+01,3.201842726027292940e+01
