5.325829326118997287e+00,5.514151651764380269e+00,5.656536631453991326e+00,5.875205349442234493e+00,5.434145470941465383e+00
4.710947440973859202e+00,4.740379167999418719e+00,4.539955275859497874e+00,4.491893600262788944e+00,4.732225915755884138e+00
4.208689625715090976e+00,4.284165839665082132e+00,4.184820663713045619e+00,4.311760959810370331e+00,4.369526010194096699e+00
4.192547002803803657e+00,4.021829961770990280e+00,3.904353244276043799e+00,4.033966573940831246e+00,4.110647293576006334e+00
3.851969004316664336e+00,3.862816134470053786e+00,3.800373494553268561e+00,3.855569739477260782e+00,3.845574401988733904e+00
3.681080192285826058e+00,3.781279006241706320e+00,3.688715579329961525e+00,3.712121517363626833e+00,3.767188355409679001e+00
3.684812242709015973e+00,3.625618494783301227e+00,3.591858388438051719e+00,3.785327766105475167e+00,3.666184319449116380e+00
3.526246276574487748e+00,3.541400211234585704e+00,3.649524430931180063e+00,3.499878935608191188e+00,3.608048145833474774e+00
3.620273398852506208e+00,3.523346321957145477e+00,3.528995400752086287e+00,3.453593357027703981e+00,3.429828298420786847e+00
3.328631843707941851e+00,3.365802053729016752e+00,3.407413007933988158e+00,3.403326183798975890e+00,3.582739164646310037e+00
