1.243672721569945452e+02,1.198345242490003528e+02,1.201607117810464871e+02,1.215880981820668438e+02,1.239082369561250090e+02
9.792278252692256046e+01,1.018471810465409817e+02,9.683842837029956740e+01,9.808799897304521664e+01,1.042860219840487304e+02
8.877992877889354872e+01,9.181155056680310622e+01,9.008466671391802549e+01,9.051073969809637276e+01,8.660258302891641335e+01
8.255911782373082985e+01,8.400291232826866406e+01,7.871966889051027749e+01,8.202249595272947147e+01,7.949944149789929781e+01
7.901517197748117383e+01,7.511568511636666301e+01,7.573018466637938673e+01,7.719182873687637425e+01,7.608039421995995610e+01
7.080423040326080297e+01,7.171790704957642504e+01,7.265186177141544022e+01,6.669820592120414915e+01,7.254603928296408810e+01
7.085244197580735204e+01,6.754241169589516858e+01,7.096719952645271690e+01,7.010430237096943529e+01,6.774656129498019652e+01
6.808960091777974810e+01,6.298711270777379667e+01,6.644662870722154935e+01,6.662842159205230530e+01,6.409380445226483403e+01
6.363548063485904294e+01,6.267644702804875578e+01,6.244061668031114465e+01,6.678263188180159204e+01,6.297659717707692550e+01
6.069378588237564998e+01,5.992852975667938153e+01,6.115055473680923370e+01,6.001929814364125804e+01,6.211221898235203298e+01
