2.311687946319580078e+00,1.644890069961547852e+00,1.626042127609252930e+00,1.649168252944946289e+00,1.597151994705200195e+00,1.479602336883544922e+00,1.488394975662231445e+00,1.466527938842773438e+00,1.467926979064941406e+00,1.458676099777221680e+00
3.240889072418212891e+00,3.363656997680664062e+00,3.337950944900512695e+00,3.214262962341308594e+00,3.313540935516357422e+00,3.213650226593017578e+00,3.198273897171020508e+00,4.249825716018676758e+00,3.043160200119018555e+00,3.018497228622436523e+00
5.219019889831542969e+00,4.609802007675170898e+00,5.094357967376708984e+00,4.733529090881347656e+00,4.544250011444091797e+00,4.789691925048828125e+00,7.105952024459838867e+00,4.716255903244018555e+00,4.780096054077148438e+00,4.986277103424072266e+00
6.279039859771728516e+00,6.269425868988037109e+00,6.281580924987792969e+00,8.076779127120971680e+00,6.654262781143188477e+00,6.569572210311889648e+00,6.599894762039184570e+00,7.712049961090087891e+00,6.609865188598632812e+00,6.184803247451782227e+00
8.583299160003662109e+00,8.788837194442749023e+00,9.083346128463745117e+00,1.447323489189147949e+01,9.586103200912475586e+00,8.376035213470458984e+00,1.142240095138549805e+01,8.730925083160400391e+00,1.012141489982604980e+01,8.964986801147460938e+00
2.884205293655395508e+01,1.726475787162780762e+01,1.986856102943420410e+01,3.805202102661132812e+01,1.443425393104553223e+01,1.431894397735595703e+01,1.661910486221313477e+01,1.720094513893127441e+01,1.330591177940368652e+01,1.120287513732910156e+01
1.385675001144409180e+01,1.604599094390869141e+01,1.774392032623291016e+01,1.369374203681945801e+01,1.703825521469116211e+01,1.692040514945983887e+01,1.635637307167053223e+01,1.459981918334960938e+01,2.409680509567260742e+01,2.637713575363159180e+01
4.434153819084167480e+01,1.986002922058105469e+01,2.143492817878723145e+01,2.430298399925231934e+01,2.371041369438171387e+01,2.127119803428649902e+01,3.513855481147766113e+01,4.594786691665649414e+01,2.974450111389160156e+01,3.312128686904907227e+01
5.978948569297790527e+01,4.586744093894958496e+01,6.684583401679992676e+01,8.828997492790222168e+01,5.272481799125671387e+01,3.094148969650268555e+01,3.975508213043212891e+01,1.827074480056762695e+02,5.110049486160278320e+01,4.112491178512573242e+01
7.377465224266052246e+01,3.663446784019470215e+01,7.954279994964599609e+01,4.609833598136901855e+01,3.352099823951721191e+01,1.638568696975708008e+02,1.877498168945312500e+02,1.243662679195404053e+02,6.261586999893188477e+01,6.084192895889282227e+01
