5.479436064022198138e+01,6.602148791278010265e+01,6.128180504638816473e+01,5.954216815439768595e+01,6.930617808231947663e+01,6.595623949625515081e+01,5.800341807245184356e+01,6.631074316784020084e+01,6.116467169388585745e+01,5.259483767571049384e+01
3.461996164176221669e+01,3.551268819256309683e+01,3.252854434322293287e+01,3.583241144307023518e+01,3.706022469874157110e+01,3.745525228464648393e+01,4.655159137004811498e+01,3.306259136593738646e+01,4.210293208139990639e+01,4.539279313348546907e+01
2.441410518341508507e+01,2.628180642510621112e+01,2.540811166771869622e+01,2.566098694833744176e+01,2.471495065114340051e+01,2.399611820694070374e+01,2.757595232634366056e+01,2.406151006493866618e+01,2.291902155372306282e+01,3.104926708878985409e+01
2.030308521393171617e+01,2.337837194766882476e+01,1.855822977295284559e+01,1.790915083557365506e+01,1.894799651893083237e+01,1.861495114058648426e+01,1.784224103143976947e+01,2.023751480954015136e+01,1.819069266099129223e+01,1.935252681831969213e+01
1.555115411312991469e+01,1.474680768223685412e+01,1.525433167989267247e+01,1.486817198328623135e+01,1.669203821669123755e+01,1.614632730733628208e+01,1.539657144770685449e+01,1.612458171940864204e+01,1.602894338861180046e+01,1.489749532010707611e+01
1.363548902301806898e+01,1.321948336403516677e+01,1.148751105166828346e+01,1.229008514062119417e+01,1.398590529972289787e+01,1.224525228726354165e+01,1.419768056528753775e+01,1.270638871189681929e+01,1.181517482992785695e+01,1.250981456499316913e+01
1.309016487887689273e+01,9.823938213759909388e+00,1.173254696921674345e+01,1.098878776215360631e+01,1.086183662653069959e+01,1.165708534999143708e+01,1.095470910758603011e+01,1.015600603076492625e+01,9.657296206319736953e+00,1.355571324826916602e+01
8.842792176645366098e+00,9.684029572264083896e+00,1.007202996176398635e+01,8.866650631817922346e+00,1.007669369377260260e+01,1.030820547581030233e+01,9.943383112437082616e+00,9.145059844890518264e+00,1.015469014834990880e+01,9.815598190406914725e+00
8.113554676933423693e+00,1.024703188653060515e+01,8.689143520858532810e+00,8.303408505354761715e+00,7.899616700921559875e+00,8.047666809519919084e+00,8.455433108388126229e+00,9.126520635809113102e+00,8.888681676475819415e+00,8.517926892422854834e+00
8.302845379348514854e+00,7.759419197044360672e+00,6.992959558990718527e+00,7.702523875181328528e+00,8.234705252633656158e+00,8.394106769557266645e+00,6.996751961446904922e+00,6.950247400790952490e+00,8.488027374046387408e+00,7.777450379988898987e+00
