5.295129282740668408e+00,5.278105154787064990e+00,5.366945260876650359e+00,5.284268948666068333e+00,5.506330033000360835e+00
4.106221069770584542e+00,4.120206035287266921e+00,4.191637112438997725e+00,4.113601847661406019e+00,4.026673043898131965e+00
3.552579942018313286e+00,3.469223681269406168e+00,3.517621174165012299e+00,3.498612602694006757e+00,3.513674536579782348e+00
3.156937225549866888e+00,3.111933937727654254e+00,3.193783984021209665e+00,3.162852342612588075e+00,3.168436984161712378e+00
2.886034993642954127e+00,2.865227000236837629e+00,2.875122440157118930e+00,2.876032129402309234e+00,2.839070238744303865e+00
2.709056564304395121e+00,2.682455697926964699e+00,2.745012434748866248e+00,2.672829858651515345e+00,2.761635470381362367e+00
2.600273951270504202e+00,2.554158156331637120e+00,2.545052101927875565e+00,2.551040239238936191e+00,2.539075927616732287e+00
2.445030704270354072e+00,2.388773376479406352e+00,2.405176691394407928e+00,2.422171520309565285e+00,2.420144112926415847e+00
2.316558087955606471e+00,2.328453692395764385e+00,2.340490714312160936e+00,2.340406817897260350e+00,2.359960811121586399e+00
2.261084835311920838e+00,2.233770668348091792e+00,2.281890211911351329e+00,2.247347102339892544e+00,2.260599547109464424e+00
