5.518882921610979508e+01,6.500141376877439825e+01,6.314536686799032594e+01,5.839814977372992644e+01,6.921811464403553771e+01,6.468943113833978487e+01,5.684861361629081955e+01,6.344729717952989034e+01,5.906398368528357423e+01,5.212691032453759021e+01
3.395316294204474161e+01,3.433312047307931181e+01,3.255447134191190628e+01,3.666729945306627059e+01,3.556724432329347252e+01,3.574614054700452215e+01,4.552378686807284680e+01,3.205038835385764173e+01,4.191626571716079042e+01,4.474240279885545135e+01
2.265234499531374013e+01,2.523959217629472462e+01,2.457133700515198882e+01,2.466340780148479439e+01,2.456650986858451446e+01,2.402424046677910852e+01,2.626928377270104775e+01,2.341505168155794792e+01,2.291110348428759735e+01,2.930697200097771571e+01
1.958409312001560920e+01,2.303954478515338877e+01,1.846432516708683380e+01,1.763451671521991315e+01,1.847343876946089480e+01,1.911316574444455796e+01,1.808349559807621176e+01,1.999796565522645153e+01,1.792665992576048595e+01,1.912363335722946545e+01
1.484779551660234098e+01,1.416561113212425305e+01,1.490127811747600184e+01,1.455929211944015478e+01,1.558477069121161129e+01,1.553477988702565682e+01,1.414050887871895057e+01,1.505447188805093361e+01,1.502975203114233516e+01,1.420911103879459247e+01
1.320611776573213803e+01,1.243272168722535653e+01,1.088429238708507896e+01,1.184891554455845508e+01,1.344193429337428647e+01,1.215214119981828489e+01,1.344882605102325179e+01,1.223563562720628362e+01,1.129778173063504276e+01,1.186631517492048360e+01
1.185794064040282159e+01,9.405647181391808331e+00,1.050804160018397049e+01,1.029594130020444354e+01,1.052575498327791514e+01,1.083104960580995346e+01,1.070416142343806243e+01,9.443509332796811151e+00,9.106029828859101727e+00,1.232272534629982630e+01
8.140028002282299724e+00,9.261892011724073726e+00,9.442656622659759691e+00,8.478994526549731958e+00,9.904332488474407725e+00,9.230842551571662113e+00,9.269514075103790773e+00,8.810309870934448284e+00,9.173471060068626670e+00,9.002639100089352198e+00
7.375193896679475003e+00,9.495580046956796139e+00,7.736387097086717013e+00,7.635211920507217087e+00,7.179690757248424759e+00,7.589165655222085860e+00,7.577560254552942354e+00,8.679819767273819764e+00,7.925986779797566939e+00,8.015050115956851684e+00
7.469586871392988492e+00,6.842406813174783942e+00,6.373550283673103500e+00,7.196653232928555077e+00,7.681396306224838710e+00,7.434152352928808050e+00,6.420988647212250378e+00,6.270457668073273538e+00,8.033600424669453233e+00,7.155647432737309188e+00
