2.328313708305358887e+01,4.056346416473388672e+01,2.705060625076293945e+01,4.100252103805541992e+01,3.293716907501220703e+01,2.778088974952697754e+01,2.394422602653503418e+01,2.733553981781005859e+01,3.656039214134216309e+01,3.624241685867309570e+01
5.241138720512390137e+01,4.358303999900817871e+01,4.591593813896179199e+01,4.497025394439697266e+01,5.958557319641113281e+01,4.736994004249572754e+01,5.278845810890197754e+01,4.613533020019531250e+01,5.048817300796508789e+01,5.349936103820800781e+01
7.199652719497680664e+01,7.962956213951110840e+01,5.790625715255737305e+01,7.366163206100463867e+01,7.807245302200317383e+01,8.281094694137573242e+01,7.231727385520935059e+01,7.400076985359191895e+01,7.113630914688110352e+01,8.245890307426452637e+01
7.671429395675659180e+01,9.484854316711425781e+01,8.086838507652282715e+01,1.028494539260864258e+02,7.976579093933105469e+01,9.018319487571716309e+01,7.245908999443054199e+01,9.759429025650024414e+01,8.934403014183044434e+01,6.908412814140319824e+01
9.499584388732910156e+01,7.665693902969360352e+01,1.119489789009094238e+02,1.105526301860809326e+02,8.315027999877929688e+01,9.867059803009033203e+01,9.701919984817504883e+01,1.169973807334899902e+02,1.066618690490722656e+02,1.098009600639343262e+02
1.258625569343566895e+02,9.656593918800354004e+01,8.854657578468322754e+01,1.009920811653137207e+02,1.011884100437164307e+02,1.148197948932647705e+02,1.323668971061706543e+02,9.988657307624816895e+01,1.138133680820465088e+02,1.074033401012420654e+02
1.283251447677612305e+02,1.066595757007598877e+02,1.551189320087432861e+02,1.116576492786407471e+02,8.462144827842712402e+01,9.757585620880126953e+01,1.096754279136657715e+02,1.096979019641876221e+02,1.225497279167175293e+02,1.040536649227142334e+02
1.383145928382873535e+02,1.595878369808197021e+02,1.502269182205200195e+02,1.379149050712585449e+02,1.096365611553192139e+02,8.338403296470642090e+01,1.426788601875305176e+02,1.420365240573883057e+02,1.042573509216308594e+02,1.336267280578613281e+02
1.135880110263824463e+02,1.226802129745483398e+02,1.613259770870208740e+02,1.667590467929840088e+02,1.572479889392852783e+02,1.530963008403778076e+02,1.927720420360565186e+02,1.792294697761535645e+02,1.686177089214324951e+02,1.642377231121063232e+02
1.540062699317932129e+02,1.220299713611602783e+02,1.506843259334564209e+02,1.560043511390686035e+02,1.538501560688018799e+02,1.249231288433074951e+02,1.845456268787384033e+02,1.745723578929901123e+02,1.305181319713592529e+02,1.723800489902496338e+02
