5.294141059438778107e+00,5.329237145645582707e+00,5.152979742145520348e+00,5.138347215061830120e+00,5.147461791671622322e+00
4.205137928223343202e+00,4.254986165134651444e+00,4.295963302023284136e+00,4.350092143374294729e+00,4.211165432648173557e+00
3.855204945726861343e+00,3.858226982311807163e+00,3.945786233270055732e+00,3.935000784954120867e+00,3.997922022649200713e+00
3.642127584474925683e+00,3.593751374438487023e+00,3.703064211912723724e+00,3.618320942507124549e+00,3.623557386468731156e+00
3.455215694692055362e+00,3.562691225978128262e+00,3.546309518638520952e+00,3.477825925970834398e+00,3.607978293906547673e+00
3.376470713005782720e+00,3.397984367779163239e+00,3.409652307779053704e+00,3.431853999321797133e+00,3.393040964447413099e+00
3.307573999654811914e+00,3.376070887403868959e+00,3.291962557688081326e+00,3.255212034279088229e+00,3.362687667970033711e+00
3.229502939839145270e+00,3.283281614610354282e+00,3.323964435140951856e+00,3.260833112064983830e+00,3.244732612945982808e+00
3.216590531893008809e+00,3.226006237673837429e+00,3.146588398313027835e+00,3.215307540644525286e+00,3.223980978208028869e+00
3.170562846112377819e+00,3.129253518581105897e+00,3.169058915581792757e+00,3.172703868223389900e+00,3.169200318135705352e+00
